Reading Airport file from airports.txt
There were 5740 Airports with IATA code
Reading Routes file from routes.txt
There were 68292 valid routes
There were 528 invalid routes

The epsilon is 1e-15 
The damping factor is 0.85 
The maximum number of iterations is 1000 

IATA	PageRank	Name
OLZ 	0.00017422	North West Santo Airport, Vanuatu
RCL 	0.00017422	Redcliffe Airport, Vanuatu
MWF 	0.00017422	Naone Airport, Vanuatu
APK 	0.00017422	Apataki Airport, French Polynesia
MXS 	0.00017422	Maota Airport, Samoa
MWP 	0.00017422	Mountain Airport, Nepal
NTT 	0.00017422	Kuini Lavenia Airport, Tonga
HPA 	0.00017422	Lifuka Island Airport, Tonga
EUA 	0.00017422	Kaufana Airport, Tonga
KXF 	0.00017422	Koro Island Airport, Fiji
NGI 	0.00017422	Ngau Airport, Fiji
MFJ 	0.00017422	Moala Airport, Fiji
MNF 	0.00017422	Mana Island Airport, Fiji
PTF 	0.00017422	Malolo Lailai Island Airport, Fiji
PYE 	0.00017422	Penrhyn Island Airport, Cook Islands
MHX 	0.00017422	Manihiki Island Airport, Cook Islands
PID 	0.00017422	Nassau Paradise Island Airport, Bahamas
CAT 	0.00017422	New Bight Airport, Bahamas
ATC 	0.00017422	Arthurs Town Airport, Bahamas
COX 	0.00017422	Congo Town Airport, Bahamas
SCX 	0.00017422	Salina Cruz Naval Air Station, Mexico
TND 	0.00017422	Alberto Delgado Airport, Cuba
PAX 	0.00017422	Port-de-Paix Airport, Haiti
JEE 	0.00017422	Jeremie Airport, Haiti
PLD 	0.00017422	Playa Samara Airport, Costa Rica
BCL 	0.00017422	Barra del Colorado Airport, Costa Rica
PLP 	0.00017422	Captain Ramon Xatruch Airport, Panama
ONX 	0.00017422	Enrique Adolfo Jimenez Airport, Panama
CTD 	0.00017422	Alonso Valderrama Airport, Panama
GUB 	0.00017422	Guerrero Negro Airport, Mexico
CUA 	0.00017422	Ciudad Constitución Airport, Mexico
CYW 	0.00017422	Captain Rogelio Castillo National Airport, Mexico
MIJ 	0.00017422	Mili Island Airport, Marshall Islands
AHS 	0.00017422	Ahuas Airport, Honduras
WTO 	0.00017422	Wotho Island Airport, Marshall Islands
WTE 	0.00017422	Wotje Atoll Airport, Marshall Islands
WJA 	0.00017422	Woja Airport, Marshall Islands
UIT 	0.00017422	Jaluit Airport, Marshall Islands
RNP 	0.00017422	Rongelap Island Airport, Marshall Islands
NDK 	0.00017422	Namorik Atoll Airport, Marshall Islands
MJE 	0.00017422	Majkin Airport, Marshall Islands
MJB 	0.00017422	Mejit Atoll Airport, Marshall Islands
MAV 	0.00017422	Maloelap Island Airport, Marshall Islands
LIK 	0.00017422	Likiep Airport, Marshall Islands
KBT 	0.00017422	Kaben Airport, Marshall Islands
JEJ 	0.00017422	Jeh Airport, Marshall Islands
JAT 	0.00017422	Jabot Airport, Marshall Islands
BII 	0.00017422	Enyu Airfield, Marshall Islands
AUL 	0.00017422	Aur Island Airport, Marshall Islands
AIM 	0.00017422	Ailuk Airport, Marshall Islands
UTK 	0.00017422	Utirik Airport, Marshall Islands
AAZ 	0.00017422	Quezaltenango Airport, Guatemala
PBR 	0.00017422	Puerto Barrios Airport, Guatemala
JBQ 	0.00017422	Dr Joaquin Balaguer International Airport, Dominican Republic
MDS 	0.00017422	Middle Caicos Airport, Turks and Caicos Islands
ILZ 	0.00017422	Žilina Airport, Slovakia
SZF 	0.00017422	Samsun-Çarşamba Airport, Turkey
SFQ 	0.00017422	Sanliurfa Airport, Turkey
USQ 	0.00017422	Usak Airport, Turkey
QSR 	0.00017422	Salerno Pontecagnano Airport, Italy
AOT 	0.00017422	Aosta Airport, Italy
QGY 	0.00017422	Győr-Pér International Airport, Hungary
PEV 	0.00017422	Pécs-Pogány Airport, Hungary
LTT 	0.00017422	La Môle Airport, France
EAP 	0.00017422	EuroAirport, France
IDY 	0.00017422	Île d'Yeu Airport, France
KWY 	0.00017422	Kiwayu (Mkononi) Airport, Kenya
RDG 	0.00017422	Reading Regional Carl A Spaatz Field, United States
PSM 	0.00017422	Pease International Tradeport, United States
KIO 	0.00017422	Kili Airport, Marshall Islands
ALM 	0.00017422	Alamogordo White Sands Regional Airport, United States
TQR 	0.00017422	San Domino Island Heliport, Italy
ULU 	0.00017422	Gulu Airport, Uganda
TBO 	0.00017422	Tabora Airport, Tanzania
SHY 	0.00017422	Shinyanga Airport, Tanzania
MUZ 	0.00017422	Musoma Airport, Tanzania
LDI 	0.00017422	Kikwetu Airport, Tanzania
TKQ 	0.00017422	Kigoma Airport, Tanzania
BKZ 	0.00017422	Bukoba Airport, Tanzania
ATB 	0.00017422	Atbara Airport, Sudan
MJI 	0.00017422	Mitiga Airport, Libya
AAC 	0.00017422	El Arish International Airport, Egypt
BUO 	0.00017422	Burao Airport, Somalia
ALU 	0.00017422	Alula Airport, Somalia
TIE 	0.00017422	Tippi Airport, Ethiopia
MTF 	0.00017422	Mizan Teferi Airport, Ethiopia
GOR 	0.00017422	Gore Airport, Ethiopia
DEM 	0.00017422	Dembidollo Airport, Ethiopia
DSE 	0.00017422	Combolcha Airport, Ethiopia
BEI 	0.00017422	Beica Airport, Ethiopia
BCO 	0.00017422	Baco Airport, Ethiopia
SMW 	0.00017422	Smara Airport, Western Sahara
QFI 	0.00017422	Iginniarfik Heliport, Greenland
QCU 	0.00017422	Akunnaaq Heliport, Greenland
JGR 	0.00017422	Groennedal Heliport, Greenland
KEN 	0.00017422	Kenema Airport, Sierra Leone
KBS 	0.00017422	Bo Airport, Sierra Leone
BTE 	0.00017422	Sherbro International Airport, Sierra Leone
JCU 	0.00017422	Ceuta Heliport, Spain
CRU 	0.00017422	Lauriston Airport, Grenada
PSV 	0.00017422	Papa Stour Airport, United Kingdom
OUK 	0.00017422	Outer Skerries Airport, United Kingdom
FOA 	0.00017422	Foula Airport, United Kingdom
GAX 	0.00017422	Gamba, Gabon
PFR 	0.00017422	Ilebo Airport, Congo (Kinshasa)
LJA 	0.00017422	Lodja Airport, Congo (Kinshasa)
TSH 	0.00017422	Tshikapa Airport, Congo (Kinshasa)
BSU 	0.00017422	Basankusu Airport, Congo (Kinshasa)
KRZ 	0.00017422	Basango Mboliasa Airport, Congo (Kinshasa)
NIO 	0.00017422	Nioki Airport, Congo (Kinshasa)
INO 	0.00017422	Inongo Airport, Congo (Kinshasa)
MAT 	0.00017422	Tshimpi Airport, Congo (Kinshasa)
BOA 	0.00017422	Boma Airport, Congo (Kinshasa)
SWP 	0.00017422	Swakopmund Airport, Namibia
OMD 	0.00017422	Oranjemund Airport, Namibia
CMK 	0.00017422	Club Makokola Airport, Malawi
SRH 	0.00017422	Sarh Airport, Chad
JCA 	0.00017422	Croisette Heliport, France
TCH 	0.00017422	Tchibanga Airport, Gabon
MJL 	0.00017422	Mouilla Ville Airport, Gabon
KOU 	0.00017422	Koulamoutou Airport, Gabon
MSZ 	0.00017422	Namibe Airport, Angola
DUE 	0.00017422	Dundo Airport, Angola
MJA 	0.00017422	Manja Airport, Madagascar
WMA 	0.00017422	Mandritsara Airport, Madagascar
TTS 	0.00017422	Tsaratanana Airport, Madagascar
WMP 	0.00017422	Mampikony Airport, Madagascar
DWB 	0.00017422	Soalala Airport, Madagascar
IVA 	0.00017422	Ambanja Airport, Madagascar
WPB 	0.00017422	Port Bergé Airport, Madagascar
WAM 	0.00017422	Ambatondrazaka Airport, Madagascar
WTS 	0.00017422	Tsiroanomandidy Airport, Madagascar
WTA 	0.00017422	Tambohorano Airport, Madagascar
TVA 	0.00017422	Morafenobe Airport, Madagascar
MXT 	0.00017422	Maintirano Airport, Madagascar
JVA 	0.00017422	Ankavandra Airport, Madagascar
WAQ 	0.00017422	Antsalova Airport, Madagascar
YVA 	0.00017422	Iconi Airport, Comoros
DIS 	0.00017422	Loubomo Airport, Congo (Brazzaville)
TLD 	0.00017422	Limpopo Valley Airport, Botswana
SWX 	0.00017422	Shakawe Airport, Botswana
ORP 	0.00017422	Orapa Airport, Botswana
GNZ 	0.00017422	Ghanzi Airport, Botswana
MBD 	0.00017422	Mmabatho International Airport, South Africa
AAM 	0.00017422	Malamala Airport, South Africa
QRA 	0.00017422	Rand Airport, South Africa
VTS 	0.00017422	Ventspils International Airport, Latvia
HIL 	0.00017422	Shilavo Airport, Ethiopia
SQO 	0.00017422	Storuman Airport, Sweden
TYF 	0.00017422	Torsby Airport, Sweden
HFS 	0.00017422	Hagfors Airport, Sweden
VRY 	0.00017422	Værøy Heliport, Norway
CNL 	0.00017422	Sindal Airport, Denmark
HLY 	0.00017422	Anglesey Airport, United Kingdom
PZE 	0.00017422	Penzance Heliport, United Kingdom
LWK 	0.00017422	Lerwick / Tingwall Airport, United Kingdom
FIE 	0.00017422	Fair Isle Airport, United Kingdom
NQT 	0.00017422	Nottingham Airport, United Kingdom
SJY 	0.00017422	Seinäjoki Airport, Finland
HGL 	0.00017422	Helgoland-Düne Airport, Germany
HEI 	0.00017422	Heide-Büsum Airport, Germany
ZWL 	0.00017422	Wollaston Lake Airport, Canada
ZTM 	0.00017422	Shamattawa Airport, Canada
ZJN 	0.00017422	Swan River Airport, Canada
ZGI 	0.00017422	Gods River Airport, Canada
ZFD 	0.00017422	Fond-Du-Lac Airport, Canada
ILF 	0.00017422	Ilford Airport, Canada
ZAC 	0.00017422	York Landing Airport, Canada
YST 	0.00017422	St. Theresa Point Airport, Canada
YSF 	0.00017422	Stony Rapids Airport, Canada
YQN 	0.00017422	Nakina Airport, Canada
YOH 	0.00017422	Oxford House Airport, Canada
YNL 	0.00017422	Points North Landing Airport, Canada
YNE 	0.00017422	Norway House Airport, Canada
YIV 	0.00017422	Island Lake Airport, Canada
YHC 	0.00017422	Vancouver Harbour Water Airport, Canada
YGO 	0.00017422	Gods Lake Narrows Airport, Canada
YGB 	0.00017422	Texada Gillies Bay Airport, Canada
YRF 	0.00017422	Cartwright Airport, Canada
YBE 	0.00017422	Uranium City Airport, Canada
YCK 	0.00017422	Colville Lake Airport, Canada
YWS 	0.00017422	Whistler/Green Lake Water Aerodrome, Canada
PND 	0.00017422	Punta Gorda Airport, Belize
VPN 	0.00017422	Vopnafjörður Airport, Iceland
THO 	0.00017422	Thorshofn Airport, Iceland
GRY 	0.00017422	Grímsey Airport, Iceland
JGO 	0.00017422	Qeqertarsuaq Heliport, Greenland
KMA 	0.00017422	Kerema Airport, Papua New Guinea
KRI 	0.00017422	Kikori Airport, Papua New Guinea
CMU 	0.00017422	Chimbu Airport, Papua New Guinea
MNY 	0.00017422	Mono Airport, Solomon Islands
GZO 	0.00017422	Nusatupe Airport, Solomon Islands
MBU 	0.00017422	Babanakira Airport, Solomon Islands
KXK 	0.00017422	Komsomolsk-on-Amur Airport, Russia
OYG 	0.00017422	Moyo Airport, Uganda
CNN 	0.00017422	Chulman, Russia
UNI 	0.00017422	Union Island International Airport, Saint Vincent and the Grenadines
BQU 	0.00017422	J F Mitchell Airport, Saint Vincent and the Grenadines
BBR 	0.00017422	Baillif Airport, Guadeloupe
DSD 	0.00017422	La Désirade Airport, Guadeloupe
MDO 	0.00017422	El Jaguel / Punta del Este Airport, Uruguay
LHC 	0.00017422	Caballococha Airport, Peru
SRJ 	0.00017422	Capitán Av. German Quiroga G. Airport, Bolivia
GLJ 	0.00017422	La Jagua Airport, Colombia
CRC 	0.00017422	Santa Ana Airport, Colombia
PSY 	0.00017422	Stanley Airport, Falkland Islands
SOD 	0.00017422	Sorocaba Airport, Brazil
ESR 	0.00017422	Ricardo García Posada Airport, Chile
NEC 	0.00017422	Necochea Airport, Argentina
ING 	0.00017422	Lago Argentino Airport, Argentina
SFE 	0.00017422	San Fernando Airport, Philippines
TDG 	0.00017422	Tandag Airport, Philippines
SFS 	0.00017422	Subic Bay International Airport, Philippines
OHO 	0.00017422	Okhotsk Airport, Russia
UJE 	0.00017422	Ujae Atoll Airport, Marshall Islands
MPW 	0.00017422	Mariupol International Airport, Ukraine
RWN 	0.00017422	Rivne International Airport, Ukraine
AMV 	0.00017422	Amderma Airport, Russia
MVQ 	0.00017422	Mogilev Airport, Belarus
EIE 	0.00017422	Yeniseysk Airport, Russia
KYZ 	0.00017422	Kyzyl Airport, Russia
HTG 	0.00017422	Khatanga Airport, Russia
NAL 	0.00017422	Nalchik Airport, Russia
WKK 	0.00017422	Aleknagik Airport, United States
BKX 	0.00017422	Brookings Regional Airport, United States
BLF 	0.00017422	Mercer County Airport, United States
IFP 	0.00017422	Laughlin-Bullhead Intl, United States
LPS 	0.00017422	Lopez Island Airport, United States
NYA 	0.00017422	Nyagan Airport, Russia
RAT 	0.00017422	Raduzhny Airport, Russia
NFG 	0.00017422	Nefteyugansk Airport, Russia
KRO 	0.00017422	Kurgan Airport, Russia
RYB 	0.00017422	Staroselye Airport, Russia
URS 	0.00017422	Kursk East Airport, Russia
LPK 	0.00017422	Lipetsk Airport, Russia
JOK 	0.00017422	Yoshkar-Ola Airport, Russia
BWO 	0.00017422	Balakovo Airport, Russia
KCT 	0.00017422	Koggala Airport, Sri Lanka
WRZ 	0.00017422	Wirawila Airport, Sri Lanka
BBM 	0.00017422	Battambang Airport, Cambodia
TEZ 	0.00017422	Tezpur Airport, India
BZL 	0.00017422	Barisal Airport, Bangladesh
OUI 	0.00017422	Ban Huoeisay Airport, Laos
KON 	0.00017422	Kontum Airport, Vietnam
MEY 	0.00017422	Meghauli Airport, Nepal
HAQ 	0.00017422	Hanimaadhoo Airport, Maldives
LIW 	0.00017422	Loikaw Airport, Burma
MNU 	0.00017422	Mawlamyine Airport, Burma
BSX 	0.00017422	Pathein Airport, Burma
PKK 	0.00017422	Pakhokku Airport, Burma
SWQ 	0.00017422	Sumbawa Besar Airport, Indonesia
BUI 	0.00017422	Bokondini Airport, Indonesia
SEH 	0.00017422	Senggeh Airport, Indonesia
TJS 	0.00017422	Tanjung Harapan Airport, Indonesia
TJG 	0.00017422	Warukin Airport, Indonesia
ARD 	0.00017422	Mali Airport, Indonesia
BLG 	0.00017422	Belaga Airport, Malaysia
TMG 	0.00017422	Tomanggong Airport, Malaysia
HLP 	0.00017422	Halim Perdanakusuma International Airport, Indonesia
SQG 	0.00017422	Susilo Airport, Indonesia
PDO 	0.00017422	Pendopo Airport, Indonesia
LBW 	0.00017422	Long Bawan Airport, Indonesia
NNX 	0.00017422	Nunukan Airport, Indonesia
GYL 	0.00017422	Argyle Airport, Australia
BDD 	0.00017422	Badu Island Airport, Australia
BRK 	0.00017422	Bourke Airport, Australia
GIC 	0.00017422	Boigu Airport, Australia
OKY 	0.00017422	Oakey Airport, Australia
BLT 	0.00017422	Blackwater Airport, Australia
CVQ 	0.00017422	Carnarvon Airport, Australia
CNC 	0.00017422	Coconut Island Airport, Australia
CTN 	0.00017422	Cooktown Airport, Australia
CNB 	0.00017422	Coonamble Airport, Australia
NLF 	0.00017422	Darnley Island Airport, Australia
HOK 	0.00017422	Hooker Creek Airport, Australia
KAX 	0.00017422	Kalbarri Airport, Australia
KFG 	0.00017422	Kalkgurung Airport, Australia
KRB 	0.00017422	Karumba Airport, Australia
KUG 	0.00017422	Kubin Airport, Australia
LNO 	0.00017422	Leonora Airport, Australia
LEL 	0.00017422	Lake Evella Airport, Australia
LHG 	0.00017422	Lightning Ridge Airport, Australia
LER 	0.00017422	Leinster Airport, Australia
LVO 	0.00017422	Laverton Airport, Australia
UBB 	0.00017422	Mabuiag Island Airport, Australia
MKR 	0.00017422	Meekatharra Airport, Australia
MMG 	0.00017422	Mount Magnet Airport, Australia
MYI 	0.00017422	Murray Island Airport, Australia
MBH 	0.00017422	Maryborough Airport, Australia
PMK 	0.00017422	Palm Island Airport, Australia
RAM 	0.00017422	Ramingining Airport, Australia
MJK 	0.00017422	Shark Bay Airport, Australia
SBR 	0.00017422	Saibai Island Airport, Australia
SRN 	0.00017422	Strahan Airport, Australia
TCA 	0.00017422	Tennant Creek Airport, Australia
VCD 	0.00017422	Victoria River Downs Airport, Australia
SYU 	0.00017422	Warraber Island Airport, Australia
WUN 	0.00017422	Wiluna Airport, Australia
WOL 	0.00017422	Wollongong Airport, Australia
OKR 	0.00017422	Yorke Island Airport, Australia
XMY 	0.00017422	Yam Island Airport, Australia
AKA 	0.00017422	Ankang Airport, China
HZG 	0.00017422	Hanzhong Airport, China
AVK 	0.00017422	Arvaikheer Airport, Mongolia
IQM 	0.00017422	Qiemo Airport, China
WME 	0.00017422	Mount Keith, Australia
LRV 	0.00017422	Gran Roque Airport, Venezuela
IOR 	0.00017422	Inishmore Airport, Ireland
NNR 	0.00017422	Connemara Regional Airport, Ireland
GTI 	0.00017422	Guettin MecklenburgVorpommern Germany, Germany
NBB 	0.00017422	Berezovo, Russia
ORH 	0.00017422	Worcester Regional Airport, United States
ZVE 	0.00017422	New Haven Rail Station, United States
XOZ 	0.00017422	Doha Free Zone Airport, Qatar
PWT 	0.00017422	Bremerton National, United States
SPW 	0.00017422	Spencer Muni, United States
JEF 	0.00017422	Jefferson City Memorial Airport, United States
GCW 	0.00017422	Grand Canyon West Airport, United States
BLD 	0.00017422	Boulder City Municipal Airport, United States
UNT 	0.00017422	Unst Airport, United Kingdom
%u0 	0.00017422	Magas, Russia
SUI 	0.00017422	Sukhumi Dranda, Georgia
TBW 	0.00017422	Tambow, Russia
OBN 	0.00017422	Oban Airport, United Kingdom
CVF 	0.00017422	Courchevel Airport, France
FUL 	0.00017422	Fullerton Municipal Airport, United States
FWM 	0.00017422	Fort William Heliport, United Kingdom
JPU 	0.00017422	La Defense Heliport, France
RRA 	0.00017422	Ronda Airport, Spain
PME 	0.00017422	Portsmouth Airport, United Kingdom
DAQ 	0.00017422	Daqing Saertu Airport, China
QNC 	0.00017422	Neuchatel Airport, Switzerland
ZJI 	0.00017422	Locarno Airport, Switzerland
1OH 	0.00017422	Fortman Airport, United States
BN1 	0.00017422	Bellona, Solomon Islands
RIN 	0.00017422	Ringi Cove Airport, Solomon Islands
ARE 	0.00017422	Antonio Juarbe Pol Airport, Puerto Rico
AGE 	0.00017422	Wangerooge Airport, Germany
OSH 	0.00017422	Wittman Regional Airport, United States
TNL 	0.00017422	Ternopol, Ukraine
CEJ 	0.00017422	Chernigov, Ukraine
UKC 	0.00017422	Lutsk, Ukraine
BEH 	0.00017422	Southwest Michigan Regional Airport, United States
UES 	0.00017422	Waukesha County Airport, United States
NOA 	0.00017422	Nowra Airport, Australia
KTR 	0.00017422	Tindal Airport, Australia
10C 	0.00017422	Galt Field Airport, United States
X01 	0.00017422	Everglades Airpark, United States
MRQ 	0.00017422	Marinduque Airport, Philippines
HDM 	0.00017422	Hamadan Airport, Iran
LSS 	0.00017422	Terre-de-Haut Airport, Guadeloupe
YEI 	0.00017422	Yenisehir Airport, Turkey
CKZ 	0.00017422	Canakkale Airport, Turkey
BHG 	0.00017422	Brus Laguna Airport, Honduras
TOG 	0.00017422	Togiak Airport, United States
KVC 	0.00017422	King Cove Airport, United States
KNW 	0.00017422	New Stuyahok Airport, United States
SLV 	0.00017422	Shimla Airport, India
TBH 	0.00017422	Romblon Airport, Philippines
KPC 	0.00017422	Port Clarence Coast Guard Station, United States
OMC 	0.00017422	Ormoc Airport, Philippines
ELA 	0.00017422	Naypyidaw, Burma
ZXB 	0.00017422	Jan Mayensfield, Norway
HHA 	0.00017422	Huanghua Intl, China
OXR 	0.00017422	Oxnard - Ventura County, United States
KNC 	0.00017422	Jinggangshan, China
ZBP 	0.00017422	Penn Station, United States
ZYP 	0.00017422	Penn Station, United States
NIU 	0.00017422	Niau, French Polynesia
SCH 	0.00017422	Stratton ANGB - Schenectady County Airpor, United States
LGO 	0.00017422	Langeoog Airport, Germany
FNE 	0.00017422	Fane Airport, Papua New Guinea
ITK 	0.00017422	Itokama Airport, Papua New Guinea
ONB 	0.00017422	Ononge Airport, Papua New Guinea
TPI 	0.00017422	Tapini Airport, Papua New Guinea
AGL 	0.00017422	Wanigela Airport, Papua New Guinea
WTP 	0.00017422	Woitape Airport, Papua New Guinea
AWB 	0.00017422	Awaba Airport, Papua New Guinea
TFM 	0.00017422	Telefomin Airport, Papua New Guinea
NLP 	0.00017422	Nelspruit Airport, South Africa
CKC 	0.00017422	Cherkassy, Ukraine
UST 	0.00017422	St. Augustine Airport, United States
NLV 	0.00017422	Mykolaiv International Airport, Ukraine
RHP 	0.00017422	Ramechhap, Nepal
ISM 	0.00017422	Kissimmee Gateway Airport, United States
LCQ 	0.00017422	Lake City Municipal Airport, United States
LGU 	0.00017422	Logan-Cache, United States
BMC 	0.00017422	Brigham City, United States
MLD 	0.00017422	Malad City, United States
GSS 	0.00017422	Sabi Sabi Airport, South Africa
ZFV 	0.00017422	Philadelphia 30th St Station, United States
BWD 	0.00017422	KBWD, United States
LXY 	0.00017422	Mexia - Limestone County Airport, United States
ERV 	0.00017422	Kerrville Municipal Airport, United States
GED 	0.00017422	Sussex Co, United States
ZSW 	0.00017422	Seal Cove Seaplane Base, Canada
GBN 	0.00017422	Great Bend Municipal, United States
SUS 	0.00017422	Spirit Of St Louis, United States
LYU 	0.00017422	Ely Municipal, United States
EGV 	0.00017422	Eagle River, United States
ARV 	0.00017422	Lakeland, United States
IKV 	0.00017422	Ankeny Regl Airport, United States
YBV 	0.00017422	Berens River, Canada
NGP 	0.00017422	Corpus Christi NAS, United States
YPI 	0.00017422	Seaplane Base, Canada
AVX 	0.00017422	Avalon, United States
MHV 	0.00017422	Mojave, United States
ZIN 	0.00017422	Air Base, Switzerland
INQ 	0.00017422	Inisheer, Ireland
SWT 	0.00017422	Strezhevoy, Russia
HUT 	0.00017422	Hutchinson Municipal Airport, United States
BPM 	0.00017422	Bagram AFB, Afghanistan
EGA 	0.00017422	Eagle County Airport, United States
STJ 	0.00017422	Rosecrans Mem, United States
ZRT 	0.00017422	Hartford Union Station, United States
ZTF 	0.00017422	Stamford Amtrak Station, United States
ZRP 	0.00017422	Newark Penn Station, United States
NDZ 	0.00017422	Cuxhaven Airport, Germany
VOK 	0.00017422	Volk Fld, United States
BFT 	0.00017422	BFT County Airport, United States
UAB 	0.00017422	Adana-Incirlik Airbase, Turkey
SIA 	0.00017422	Xi\\'An Xiguan, China
TOA 	0.00017422	Zamperini Field Airport, United States
JGC 	0.00017422	Grand Canyon Heliport, United States
WFK 	0.00017422	Northern Aroostook Regional Airport, United States
SME 	0.00017422	Lake Cumberland Regional Airport, United States
MTH 	0.00017422	Florida Keys Marathon Airport, United States
ELY 	0.00017422	Ely Airport, United States
SRR 	0.00017422	Sierra Blanca Regional Airport, United States
